FeatureID,Kingdom,Phylum,Class,Order,Family,Genus,Species
012cd684ba9edd44a4a2b61a602f36dc,Unassigned,NA,NA,NA,NA,NA,NA
9876fd13de7d688552b7f84444e608c4,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C1-KF623680.1
003733aebd931462c4a2f8f5426fc1c7,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C1a-KF623660.1
a0a832cb4e99c4ab30fc4be3cd0f7f22,Unassigned,NA,NA,NA,NA,NA,NA
2a7f52d7eff8eaff0fbefb59e74271c8,Unassigned,NA,NA,NA,NA,NA,NA
633bb1291a5a0242c1cb1d6749029cee,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C1-KY988187.1
0e926687221dbf60444669dd3f26ade6,Unassigned,NA,NA,NA,NA,NA,NA
0261d223ac9309b527a55a8682ffe53f,Unassigned,NA,NA,NA,NA,NA,NA
f30b769dc5ba1bbbe09164baf27dda09,Unassigned,NA,NA,NA,NA,NA,NA
c17f3b29ca03d76bfa238851454defaa,Unassigned,NA,NA,NA,NA,NA,NA
1a0bd818b86e66143df657783aabb17b,Unassigned,NA,NA,NA,NA,NA,NA
07b4cffe1eeb3c6f620bbc2abfaef73a,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C1-AB778611.1
018d118bc75ab9d300f28935df241104,Unassigned,NA,NA,NA,NA,NA,NA
651785bec7f8f7d76de18410174e3de9,Unassigned,NA,NA,NA,NA,NA,NA
c671f828fa6df5c1814c9e32ab9b27d5,Unassigned,NA,NA,NA,NA,NA,NA
552e842e1b49837d4139cc88e69dd5b7,Unassigned,NA,NA,NA,NA,NA,NA
2dd1a1926547a546f16118cda902cedb,Unassigned,NA,NA,NA,NA,NA,NA
8e9f94c2bbfc6a30919ab6d85399c1eb,Unassigned,NA,NA,NA,NA,NA,NA
3d25daa0232ad96b6d5c98d9ea54641b,Unassigned,NA,NA,NA,NA,NA,NA
